term;document;value
try;36.txt;2
therapies;36.txt;2
general;36.txt;2
importance;36.txt;2
tubing;36.txt;2
ms;36.txt;2
far;36.txt;2
challengeschallenges;36.txt;2
faceface;36.txt;2
permanentpermanent;36.txt;2
tubetube;36.txt;2
irir;36.txt;2
efficiencyefficiency;36.txt;2
movemove;36.txt;2
challengechallenge;36.txt;2
selectionselection;36.txt;2
diseasedisease;36.txt;2
medicationsmedications;36.txt;2
reluctantreluctant;36.txt;2
people;36.txt;1
contact;36.txt;1
key;36.txt;1
previously;36.txt;1
several;36.txt;1
different;36.txt;1
placing;36.txt;1
various;36.txt;1
levels;36.txt;1
comfort;36.txt;1
becoming;36.txt;1
person;36.txt;1
procedural;36.txt;1
standpoint;36.txt;1
greatly;36.txt;1
direction;36.txt;1
sandeep;36.txt;1
metrics;36.txt;1
regarding;36.txt;1
certainly;36.txt;1
quantifiable;36.txt;1
external;36.txt;1
review;36.txt;1
board;36.txt;1
qualify;36.txt;1
center;36.txt;1
respective;36.txt;1
institutions;36.txt;1
recognized;36.txt;1
available;36.txt;1
promotional;36.txt;1
literature;36.txt;1
visibility;36.txt;1
programs;36.txt;1
referral;36.txt;1
patterns;36.txt;1
mostly;36.txt;1
local;36.txt;1
regulatory;36.txt;1
every;36.txt;1
organized;36.txt;1
beginning;36.txt;1
leonard;36.txt;1
verhagen;36.txt;1
identified;36.txt;1
interested;36.txt;1
gi;36.txt;1
specialist;36.txt;1
helped;36.txt;1
involved;36.txt;1
trial;36.txt;1
become;36.txt;1
writing;36.txt;1
necessary;36.txt;1
approval;36.txt;1
epic;36.txt;1
notes;36.txt;1
efficient;36.txt;1
approvals;36.txt;1
criteria;36.txt;1
needed;36.txt;1
order;36.txt;1
approved;36.txt;1
faster;36.txt;1
picking;36.txt;1
friday;36.txt;1
designated;36.txt;1
day;36.txt;1
procedures;36.txt;1
following;36.txt;1
monday;36.txt;1
appointment;36.txt;1
dose;36.txt;1
titration;36.txt;1
nurse;36.txt;1
educator;36.txt;1
movement;36.txt;1
disorder;36.txt;1
works;36.txt;1
credit;36.txt;1
goes;36.txt;1
pam;36.txt;1
salas;36.txt;1
clinic;36.txt;1
facilitator;36.txt;1
truly;36.txt;1
critical;36.txt;1
require;36.txt;1
support;36.txt;1
placement;36.txt;1
less;36.txt;1
coordinate;36.txt;1
interventional;36.txt;1
radiologist;36.txt;1
willing;36.txt;1
reposition;36.txt;1
j-tube;36.txt;1
help;36.txt;1
us;36.txt;1
endoscopic;36.txt;1
thus;36.txt;1
treated;36.txt;1
quickly;36.txt;1
therefore;36.txt;1
back;36.txt;1
medication;36.txt;1
sooner;36.txt;1
drastically;36.txt;1
compared;36.txt;1
felt;36.txt;1
met;36.txt;1
located;36.txt;1
building;36.txt;1
northwestern;36.txt;1
able;36.txt;1
communicate;36.txt;1
emr;36.txt;1
agreed;36.txt;1
hear;36.txt;1
success;36.txt;1
stories;36.txt;1
emphasizing;36.txt;1
reversibility;36.txt;1
helpful;36.txt;1
excellence;36.txt;1
allow;36.txt;1
aware;36.txt;1
something;36.txt;1
substance;36.txt;1
accolades;36.txt;1
grasp;36.txt;1
seek;36.txt;1
tom;36.txt;1
davis;36.txt;1
insurances;36.txt;1
affect;36.txt;1
problems;36.txt;1
non-abbvie;36.txt;1
products;36.txt;1
caused;36.txt;1
delays;36.txt;1
limited;36.txt;1
troubleshooting;36.txt;1
proceduralist;36.txt;1
see;36.txt;1
issue;36.txt;1
may;36.txt;1
rn;36.txt;1
msn;36.txt;1
agpcnp-bc;36.txt;1
jessica;36.txt;1
karl;36.txt;1
pa-c;36.txt;1
improving;36.txt;1
ways;36.txt;1
present;36.txt;1
established;36.txt;1
speaking;36.txt;1
potential;36.txt;1
stoma;36.txt;1
reversible;36.txt;1
times;36.txt;1
prefer;36.txt;1
show;36.txt;1
pump;36.txt;1
special;36.txt;1
event;36.txt;1
need;36.txt;1
emphasized;36.txt;1
peoplepeople;36.txt;1
keykey;36.txt;1
providersproviders;36.txt;1
tubestubes;36.txt;1
standpointstandpoint;36.txt;1
metricsmetrics;36.txt;1
processprocess;36.txt;1
boardboard;36.txt;1
coecoe;36.txt;1
programsprograms;36.txt;1
taylortaylor;36.txt;1
timetime;36.txt;1
phdphd;36.txt;1
gigi;36.txt;1
earlyearly;36.txt;1
notesnotes;36.txt;1
efficientefficient;36.txt;1
approvalsapprovals;36.txt;1
criteriacriteria;36.txt;1
orderorder;36.txt;1
muchmuch;36.txt;1
dayday;36.txt;1
suresure;36.txt;1
worksworks;36.txt;1
creditcredit;36.txt;1
piecepiece;36.txt;1
supportsupport;36.txt;1
coordinatecoordinate;36.txt;1
majormajor;36.txt;1
medicationmedication;36.txt;1
emremr;36.txt;1
storiesstories;36.txt;1
importanceimportance;36.txt;1
insurancesinsurances;36.txt;1
productsproducts;36.txt;1
delaysdelays;36.txt;1
issuesissues;36.txt;1
abbvieabbvie;36.txt;1
proceduralistproceduralist;36.txt;1
rnrn;36.txt;1
agreeagree;36.txt;1
karlkarl;36.txt;1
msms;36.txt;1
timestimes;36.txt;1
showshow;36.txt;1
needneed;36.txt;1
account;37.txt;1
executive;37.txt;1
duoconnect;37.txt;1
complete;37.txt;1
nurse;37.txt;1
educator;37.txt;1
educatoreducator;37.txt;1
nurse;38.txt;10
patients;38.txt;10
ambassador;38.txt;8
duopa;38.txt;7
helpful;38.txt;5
program;38.txt;4
peer;38.txt;4
educator;38.txt;3
support;38.txt;3
account;38.txt;3
mentor;38.txt;3
useful;38.txt;3
duoconnect;38.txt;3
speak;38.txt;3
patientspatients;38.txt;3
invaluable;38.txt;2
practice;38.txt;2
ryan;38.txt;2
programs;38.txt;2
well;38.txt;2
executive;38.txt;2
local;38.txt;2
representative;38.txt;2
titration;38.txt;2
visits;38.txt;2
use;38.txt;2
resources;38.txt;2
potential;38.txt;2
young;38.txt;2
male;38.txt;2
patient;38.txt;2
another;38.txt;2
female;38.txt;2
ryanryan;38.txt;2
programsprograms;38.txt;2
programprogram;38.txt;2
rely;38.txt;1
guidance;38.txt;1
trumpinski;38.txt;1
tremendous;38.txt;1
resource;38.txt;1
lack;38.txt;1
knowledge;38.txt;1
completely;38.txt;1
supplanted;38.txt;1
carolyn;38.txt;1
avram;38.txt;1
great;38.txt;1
part;38.txt;1
working;38.txt;1
knowledgeable;38.txt;1
team;38.txt;1
easy;38.txt;1
adopt;38.txt;1
mechanisms;38.txt;1
already;38.txt;1
place;38.txt;1
website;38.txt;1
extremely;38.txt;1
provider;38.txt;1
find;38.txt;1
early;38.txt;1
treatment;38.txt;1
typically;38.txt;1
care;38.txt;1
partners;38.txt;1
interested;38.txt;1
pursing;38.txt;1
view;38.txt;1
since;38.txt;1
launching;38.txt;1
seem;38.txt;1
much;38.txt;1
familiarity;38.txt;1
pump;38.txt;1
come;38.txt;1
date;38.txt;1
although;38.txt;1
number;38.txt;1
nm;38.txt;1
like;38.txt;1
better;38.txt;1
demographic;38.txt;1
match;38.txt;1
start;38.txt;1
brad;38.txt;1
kidding;38.txt;1
rep;38.txt;1
community;38.txt;1
education;38.txt;1
groups;38.txt;1
things;38.txt;1
open;38.txt;1
also;38.txt;1
allowed;38.txt;1
educate;38.txt;1
family;38.txt;1
without;38.txt;1
limitations;38.txt;1
based;38.txt;1
many;38.txt;1
people;38.txt;1
exec;38.txt;1
personally;38.txt;1
practicepractice;38.txt;1
partpart;38.txt;1
mechanismsmechanisms;38.txt;1
educatoreducator;38.txt;1
titrationtitration;38.txt;1
nursenurse;38.txt;1
treatmenttreatment;38.txt;1
interestedinterested;38.txt;1
resourcesresources;38.txt;1
pumppump;38.txt;1
datedate;38.txt;1
useuse;38.txt;1
bradbrad;38.txt;1
thingsthings;38.txt;1
supportsupport;38.txt;1
visitsvisits;38.txt;1
limitationslimitations;38.txt;1
accountaccount;38.txt;1
ambassadorambassador;38.txt;1
helpfulhelpful;38.txt;1
job;39.txt;2
platform;39.txt;2
easy;39.txt;2
also;39.txt;2
back;39.txt;2
time;39.txt;2
problem;39.txt;2
multiple;39.txt;2
people;39.txt;2
problemproblem;39.txt;2
think;39.txt;1
good;39.txt;1
introducing;39.txt;1
user;39.txt;1
friendly;39.txt;1
navigate;39.txt;1
thought;39.txt;1
1-hour;39.txt;1
kick;39.txt;1
adequate;39.txt;1
simple;39.txt;1
utilize;39.txt;1
felt;39.txt;1
tutorial;39.txt;1
sufficient;39.txt;1
alerts;39.txt;1
homepage;39.txt;1
allow;39.txt;1
pick;39.txt;1
right;39.txt;1
left;39.txt;1
conversation;39.txt;1
helpful;39.txt;1
one;39.txt;1
challenges;39.txt;1
busy;39.txt;1
physicians;39.txt;1
ability;39.txt;1
stay;39.txt;1
signed;39.txt;1
longer;39.txt;1
period;39.txt;1
stretch;39.txt;1
faced;39.txt;1
terrible;39.txt;1
getting;39.txt;1
technical;39.txt;1
glitch;39.txt;1
took;39.txt;1
days;39.txt;1
resolve;39.txt;1
surprised;39.txt;1
password;39.txt;1
reset;39.txt;1
requested;39.txt;1
email;39.txt;1
link;39.txt;1
directions;39.txt;1
would;39.txt;1
show;39.txt;1
inbox;39.txt;1
long;39.txt;1
make;39.txt;1
phone;39.txt;1
calls;39.txt;1
talk;39.txt;1
attempts;39.txt;1
made;39.txt;1
finally;39.txt;1
resolution;39.txt;1
literally;39.txt;1
hours;39.txt;1
closure;39.txt;1
regular;39.txt;1
working;39.txt;1
day;39.txt;1
within;39.txt;1
needs;39.txt;1
better;39.txt;1
use;39.txt;1
jobjob;39.txt;1
navigatenavigate;39.txt;1
utilizeutilize;39.txt;1
homepagehomepage;39.txt;1
rightright;39.txt;1
conversationconversation;39.txt;1
helpfulhelpful;39.txt;1
abilityability;39.txt;1
stretchstretch;39.txt;1
glitchglitch;39.txt;1
daysdays;39.txt;1
resetreset;39.txt;1
directionsdirections;39.txt;1
timetime;39.txt;1
callscalls;39.txt;1
attemptsattempts;39.txt;1
peoplepeople;39.txt;1
hourshours;39.txt;1
dayday;39.txt;1
needsneeds;39.txt;1
useuse;39.txt;1
would;4.txt;14
product;4.txt;11
patients;4.txt;8
tried;4.txt;7
studies;4.txt;7
recommend;4.txt;6
products;4.txt;6
glucerna;4.txt;6
patientspatients;4.txt;6
productproduct;4.txt;6
like;4.txt;5
evidence;4.txt;4
yes;4.txt;4
available;4.txt;4
try;4.txt;4
evidenceevidence;4.txt;4
studiesstudies;4.txt;4
recommending;4.txt;3
patient;4.txt;3
evidence-based;4.txt;3
research;4.txt;3
use;4.txt;3
information;4.txt;3
provided;4.txt;3
adequate;4.txt;3
education;4.txt;3
see;4.txt;3
require;4.txt;3
additional;4.txt;3
along;4.txt;3
prior;4.txt;3
suggesting;4.txt;3
something;4.txt;3
good;4.txt;3
science;4.txt;3
behind;4.txt;3
great;4.txt;3
researchresearch;4.txt;3
informationinformation;4.txt;3
educationeducation;4.txt;3
priorprior;4.txt;3
somethingsomething;4.txt;3
sciencescience;4.txt;3
also;4.txt;2
mocha;4.txt;2
really;4.txt;2
mention;4.txt;2
works;4.txt;2
tend;4.txt;2
go;4.txt;2
know;4.txt;2
think;4.txt;2
made;4.txt;2
enhance;4.txt;2
providers;4.txt;2
understanding;4.txt;2
recommendations;4.txt;2
provide;4.txt;2
samples;4.txt;2
diabetics;4.txt;2
investing;4.txt;2
many;4.txt;2
live;4.txt;2
fixed;4.txt;2
income;4.txt;2
cost;4.txt;2
issue;4.txt;2
able;4.txt;2
first;4.txt;2
crucial;4.txt;2
answer;4.txt;2
comment;4.txt;2
clinician;4.txt;2
familiar;4.txt;2
include;4.txt;2
currently;4.txt;2
course;4.txt;2
need;4.txt;2
included;4.txt;2
portion;4.txt;2
might;4.txt;2
interest;4.txt;2
future;4.txt;2
prediabetes;4.txt;2
prevention;4.txt;2
effect;4.txt;2
gi;4.txt;2
symptoms;4.txt;2
ibs;4.txt;2
thanks;4.txt;2
much;4.txt;2
productsproducts;4.txt;2
mochamocha;4.txt;2
glucernaglucerna;4.txt;2
availableavailable;4.txt;2
diabeticsdiabetics;4.txt;2
trytry;4.txt;2
coursecourse;4.txt;2
portionportion;4.txt;2
symptomssymptoms;4.txt;2
thanksthanks;4.txt;2
based;4.txt;1
theory;4.txt;1
endorsement;4.txt;1
liked;4.txt;1
knows;4.txt;1
well;4.txt;1
definitely;4.txt;1
want;4.txt;1
share;4.txt;1
others;4.txt;1
detail;4.txt;1
experience;4.txt;1
value;4.txt;1
used;4.txt;1
benefit;4.txt;1
addition;4.txt;1
rely;4.txt;1
back;4.txt;1
med;4.txt;1
etc;4.txt;1
educating;4.txt;1
discuss;4.txt;1
meal;4.txt;1
substitute;4.txt;1
se;4.txt;1
half;4.txt;1
snack;4.txt;1
realm;4.txt;1
nutrition;4.txt;1
tips;4.txt;1
tricks;4.txt;1
either;4.txt;1
someone;4.txt;1
however;4.txt;1
problem;4.txt;1
definetely;4.txt;1
reply;4.txt;1
holly;4.txt;1
diane;4.txt;1
hart;4.txt;1
ba;4.txt;1
adn;4.txt;1
tastes;4.txt;1
endorsementendorsement;4.txt;1
othersothers;4.txt;1
valuevalue;4.txt;1
additionaddition;4.txt;1
worksworks;4.txt;1
crucialcrucial;4.txt;1
mealmeal;4.txt;1
snacksnack;4.txt;1
nutritionnutrition;4.txt;1
trickstricks;4.txt;1
someonesomeone;4.txt;1
problemproblem;4.txt;1
baba;4.txt;1
greatgreat;4.txt;1
commentcomment;4.txt;1
think;40.txt;2
advisory;40.txt;2
board;40.txt;2
easy;40.txt;2
participate;40.txt;2
would;40.txt;2
like;40.txt;2
better;40.txt;2
person;40.txt;2
process;40.txt;2
technical;40.txt;2
without;40.txt;1
hesitation;40.txt;1
type;40.txt;1
nice;40.txt;1
freedom;40.txt;1
work;40.txt;1
busy;40.txt;1
schedules;40.txt;1
happy;40.txt;1
active;40.txt;1
listener;40.txt;1
participator;40.txt;1
group;40.txt;1
settings;40.txt;1
online;40.txt;1
forum;40.txt;1
provides;40.txt;1
platform;40.txt;1
personally;40.txt;1
express;40.txt;1
ideas;40.txt;1
mentioned;40.txt;1
earlier;40.txt;1
miss;40.txt;1
dialogue;40.txt;1
aspect;40.txt;1
adboard;40.txt;1
obviously;40.txt;1
environment;40.txt;1
pros;40.txt;1
cons;40.txt;1
interesting;40.txt;1
see;40.txt;1
different;40.txt;1
types;40.txt;1
experiences;40.txt;1
others;40.txt;1
duopa;40.txt;1
office;40.txt;1
smooth;40.txt;1
comes;40.txt;1
enrolling;40.txt;1
new;40.txt;1
patients;40.txt;1
help;40.txt;1
offices;40.txt;1
point;40.txt;1
great;40.txt;1
course;40.txt;1
definitely;40.txt;1
support;40.txt;1
within;40.txt;1
take;40.txt;1
responsibility;40.txt;1
limitations;40.txt;1
simple;40.txt;1
thing;40.txt;1
password;40.txt;1
reset;40.txt;1
shocking;40.txt;1
greatly;40.txt;1
prefer;40.txt;1
real-time;40.txt;1
discussion;40.txt;1
either;40.txt;1
zoom;40.txt;1
etc;40.txt;1
hesitationhesitation;40.txt;1
easyeasy;40.txt;1
schedulesschedules;40.txt;1
boardboard;40.txt;1
settingssettings;40.txt;1
forumforum;40.txt;1
platformplatform;40.txt;1
ideasideas;40.txt;1
dialoguedialogue;40.txt;1
personperson;40.txt;1
conscons;40.txt;1
typestypes;40.txt;1
processprocess;40.txt;1
patientspatients;40.txt;1
pointpoint;40.txt;1
coursecourse;40.txt;1
supportsupport;40.txt;1
thingthing;40.txt;1
resetreset;40.txt;1
etcetc;40.txt;1
would;5.txt;31
patients;5.txt;17
patientspatients;5.txt;16
product;5.txt;12
prefer;5.txt;12
know;5.txt;10
size;5.txt;10
think;5.txt;9
like;5.txt;9
try;5.txt;9
want;5.txt;8
sizesize;5.txt;8
available;5.txt;7
availableavailable;5.txt;7
sample;5.txt;6
knowknow;5.txt;6
smaller;5.txt;5
juice;5.txt;5
etc;5.txt;5
might;5.txt;5
patient;5.txt;4
taste;5.txt;4
absolutely;5.txt;4
hcp;5.txt;4
less;5.txt;4
waste;5.txt;4
sampling;5.txt;4
standard;5.txt;4
providers;5.txt;4
flavors;5.txt;4
palate;5.txt;4
fatigue;5.txt;4
options;5.txt;4
something;5.txt;4
creamy;5.txt;4
possible;5.txt;4
hcphcp;5.txt;4
wastewaste;5.txt;4
flavorsflavors;5.txt;4
able;5.txt;3
use;5.txt;3
issue;5.txt;3
often;5.txt;3
comes;5.txt;3
following;5.txt;3
dietary;5.txt;3
program;5.txt;3
include;5.txt;3
nutrition;5.txt;3
discussion;5.txt;3
alert;5.txt;3
change;5.txt;3
definitely;5.txt;3
love;5.txt;3
alerted;5.txt;3
new;5.txt;3
become;5.txt;3
necessarily;5.txt;3
samples;5.txt;3
head;5.txt;3
beneficial;5.txt;3
terms;5.txt;3
flavor;5.txt;3
preferences;5.txt;3
great;5.txt;3
productproduct;5.txt;3
issueissue;5.txt;3
creamycreamy;5.txt;3
samplessamples;5.txt;3
termsterms;5.txt;3
important;5.txt;2
np;5.txt;2
pa;5.txt;2
understand;5.txt;2
tastes;5.txt;2
speak;5.txt;2
experience;5.txt;2
recommend;5.txt;2
recommending;5.txt;2
adds;5.txt;2
help;5.txt;2
yes;5.txt;2
small;5.txt;2
agree;5.txt;2
satiety;5.txt;2
tried;5.txt;2
full;5.txt;2
assess;5.txt;2
observation;5.txt;2
juice-like;5.txt;2
maria;5.txt;2
lena;5.txt;2
walls;5.txt;2
suggestions;5.txt;2
people;5.txt;2
consistency;5.txt;2
beverage;5.txt;2
simply;5.txt;2
additional;5.txt;2
choice;5.txt;2
interested;5.txt;2
comments;5.txt;2
patientpatient;5.txt;2
useuse;5.txt;2
mariamaria;5.txt;2
peoplepeople;5.txt;2
beveragebeverage;5.txt;2
commentscomments;5.txt;2
contents;5.txt;1
kit;5.txt;1
explain;5.txt;1
educational;5.txt;1
material;5.txt;1
depth;5.txt;1
good;5.txt;1
work;5.txt;1
well;5.txt;1
hesitate;5.txt;1
feel;5.txt;1
credibility;5.txt;1
getting;5.txt;1
buy-in;5.txt;1
trying;5.txt;1
even;5.txt;1
shop;5.txt;1
cost;5.txt;1
using;5.txt;1
coupons;5.txt;1
see;5.txt;1
understanding;5.txt;1
liked;5.txt;1
recommendations;5.txt;1
used;5.txt;1
best;5.txt;1
utilize;5.txt;1
appreciate;5.txt;1
hearing;5.txt;1
trust;5.txt;1
variety;5.txt;1
enhance;5.txt;1
continued;5.txt;1
crucial;5.txt;1
us;5.txt;1
perfect;5.txt;1
general;5.txt;1
clinician;5.txt;1
buy;5.txt;1
however;5.txt;1
essential;5.txt;1
intervention;5.txt;1
time;5.txt;1
medications;5.txt;1
weight;5.txt;1
loss;5.txt;1
programs;5.txt;1
believe;5.txt;1
hcps;5.txt;1
texture;5.txt;1
ok;5.txt;1
give;5.txt;1
personal;5.txt;1
feedback;5.txt;1
commented;5.txt;1
chocolate;5.txt;1
strawberry;5.txt;1
vanilla;5.txt;1
products;5.txt;1
americans;5.txt;1
liking;5.txt;1
sweetened;5.txt;1
beverages;5.txt;1
much;5.txt;1
maybe;5.txt;1
option;5.txt;1
point;5.txt;1
ashlyn;5.txt;1
smith;5.txt;1
type;5.txt;1
information;5.txt;1
helpful;5.txt;1
tastestastes;5.txt;1
kitkit;5.txt;1
workwork;5.txt;1
credibilitycredibility;5.txt;1
buy-inbuy-in;5.txt;1
costcost;5.txt;1
couponscoupons;5.txt;1
providersproviders;5.txt;1
recommendationsrecommendations;5.txt;1
crucialcrucial;5.txt;1
samplesample;5.txt;1
yesyes;5.txt;1
generalgeneral;5.txt;1
clinicianclinician;5.txt;1
tastetaste;5.txt;1
interventionintervention;5.txt;1
medicationsmedications;5.txt;1
programsprograms;5.txt;1
hcpshcps;5.txt;1
satietysatiety;5.txt;1
texturetexture;5.txt;1
possiblepossible;5.txt;1
productsproducts;5.txt;1
muchmuch;5.txt;1
helpfulhelpful;5.txt;1
would;6.txt;19
samples;6.txt;10
patients;6.txt;9
think;6.txt;8
clinicians;6.txt;8
providers;6.txt;6
meeting;6.txt;6
trying;6.txt;6
patientspatients;6.txt;6
cliniciansclinicians;6.txt;6
recommend;6.txt;5
lunch;6.txt;5
interested;6.txt;5
providersproviders;6.txt;5
samplessamples;6.txt;5
product;6.txt;4
busy;6.txt;4
try;6.txt;4
program;6.txt;4
promotional;6.txt;4
staff;6.txt;4
interestedinterested;6.txt;4
like;6.txt;3
recommending;6.txt;3
glucerna;6.txt;3
need;6.txt;3
ashlyn;6.txt;3
smith;6.txt;3
sent;6.txt;3
office;6.txt;3
thanks;6.txt;3
much;6.txt;3
officeoffice;6.txt;3
meetingmeeting;6.txt;3
also;6.txt;2
likely;6.txt;2
may;6.txt;2
go;6.txt;2
meal;6.txt;2
replacement;6.txt;2
fill;6.txt;2
pa;6.txt;2
shipped;6.txt;2
given;6.txt;2
box;6.txt;2
assume;6.txt;2
eg;6.txt;2
always;6.txt;2
accessible;6.txt;2
helps;6.txt;2
keep;6.txt;2
heads;6.txt;2
water;6.txt;2
low;6.txt;2
priority;6.txt;2
unless;6.txt;2
representative;6.txt;2
comments;6.txt;2
ensure;6.txt;2
hcp;6.txt;2
sole;6.txt;2
purpose;6.txt;2
products;6.txt;2
marked;6.txt;2
outside;6.txt;2
staffstaff;6.txt;2
waterwater;6.txt;2
prioritypriority;6.txt;2
commentscomments;6.txt;2
solesole;6.txt;2
productsproducts;6.txt;2
depends;6.txt;1
provider;6.txt;1
case;6.txt;1
managers;6.txt;1
tried;6.txt;1
nurse;6.txt;1
practitioners;6.txt;1
physicians;6.txt;1
state;6.txt;1
honest;6.txt;1
great;6.txt;1
involved;6.txt;1
say;6.txt;1
better;6.txt;1
healthcare;6.txt;1
often;6.txt;1
miss;6.txt;1
meals;6.txt;1
working;6.txt;1
hand;6.txt;1
huge;6.txt;1
benefit;6.txt;1
abbott;6.txt;1
bring;6.txt;1
put;6.txt;1
employee;6.txt;1
refrigerate;6.txt;1
cabinet;6.txt;1
break;6.txt;1
room;6.txt;1
receptive;6.txt;1
agree;6.txt;1
rep;6.txt;1
person;6.txt;1
specify;6.txt;1
use;6.txt;1
preferably;6.txt;1
day;6.txt;1
provided;6.txt;1
helpful;6.txt;1
testimonial;6.txt;1
least;6.txt;1
want;6.txt;1
taste;6.txt;1
prior;6.txt;1
passionate;6.txt;1
nutrition;6.txt;1
answer;6.txt;1
comment;6.txt;1
managersmanagers;6.txt;1
practitionerspractitioners;6.txt;1
busybusy;6.txt;1
trytry;6.txt;1
productproduct;6.txt;1
glucernaglucerna;6.txt;1
replacementreplacement;6.txt;1
mealsmeals;6.txt;1
handhand;6.txt;1
hugehuge;6.txt;1
bringbring;6.txt;1
roomroom;6.txt;1
fillfill;6.txt;1
lunchlunch;6.txt;1
testimonialtestimonial;6.txt;1
needneed;6.txt;1
tastetaste;6.txt;1
thinkthink;6.txt;1
representativerepresentative;6.txt;1
survey;7.txt;6
would;7.txt;6
surveysurvey;7.txt;4
fill;7.txt;3
likelihood;7.txt;3
patient;7.txt;3
feedback;7.txt;3
increase;7.txt;2
know;7.txt;2
patients;7.txt;2
may;7.txt;2
giving;7.txt;2
completing;7.txt;2
process;7.txt;2
feel;7.txt;2
vested;7.txt;2
short;7.txt;2
could;7.txt;2
great;7.txt;2
patientpatient;7.txt;2
feelfeel;7.txt;2
specifically;7.txt;1
ask;7.txt;1
complete;7.txt;1
task;7.txt;1
generally;7.txt;1
asked;7.txt;1
told;7.txt;1
also;7.txt;1
filling;7.txt;1
one;7.txt;1
comply;7.txt;1
however;7.txt;1
computer;7.txt;1
savvy;7.txt;1
able;7.txt;1
believe;7.txt;1
really;7.txt;1
enjoyed;7.txt;1
product;7.txt;1
want;7.txt;1
thank;7.txt;1
healthcare;7.txt;1
provider;7.txt;1
important;7.txt;1
surveys;7.txt;1
understand;7.txt;1
customer;7.txt;1
perspective;7.txt;1
please;7.txt;1
see;7.txt;1
previous;7.txt;1
comment;7.txt;1
regarding;7.txt;1
enticement;7.txt;1
enhance;7.txt;1
participation;7.txt;1
completion;7.txt;1
rates;7.txt;1
professional;7.txt;1
participated;7.txt;1
like;7.txt;1
stakeholder;7.txt;1
providing;7.txt;1
think;7.txt;1
likely;7.txt;1
participating;7.txt;1
lt;7.txt;1
questions;7.txt;1
online;7.txt;1
option;7.txt;1
significantly;7.txt;1
increases;7.txt;1
responses;7.txt;1
example;7.txt;1
go;7.txt;1
website;7.txt;1
scan;7.txt;1
qr;7.txt;1
code;7.txt;1
others;7.txt;1
else;7.txt;1
suggest;7.txt;1
idea;7.txt;1
incentives;7.txt;1
thanks;7.txt;1
comments;7.txt;1
tasktask;7.txt;1
likelihoodlikelihood;7.txt;1
savvysavvy;7.txt;1
ableable;7.txt;1
productproduct;7.txt;1
thankthank;7.txt;1
surveyssurveys;7.txt;1
pleaseplease;7.txt;1
commentcomment;7.txt;1
enticemententicement;7.txt;1
professionalprofessional;7.txt;1
stakeholderstakeholder;7.txt;1
feedbackfeedback;7.txt;1
questionsquestions;7.txt;1
optionoption;7.txt;1
exampleexample;7.txt;1
greatgreat;7.txt;1
othersothers;7.txt;1
commentscomments;7.txt;1
would;8.txt;46
like;8.txt;23
patients;8.txt;22
patientspatients;8.txt;19
coupons;8.txt;17
think;8.txt;16
magnet;8.txt;15
app;8.txt;13
idea;8.txt;12
patient;8.txt;12
may;8.txt;12
much;8.txt;11
older;8.txt;11
use;8.txt;10
also;8.txt;10
great;8.txt;9
option;8.txt;9
benefit;8.txt;9
try;8.txt;9
coupon;8.txt;9
link;8.txt;9
thanks;8.txt;8
etc;8.txt;8
help;8.txt;8
product;8.txt;8
people;8.txt;8
consider;8.txt;8
peoplepeople;8.txt;8
including;8.txt;7
kit;8.txt;7
sure;8.txt;7
notifications;8.txt;7
agree;8.txt;7
good;8.txt;6
thoughtful;8.txt;6
comments;8.txt;6
identify;8.txt;6
survey;8.txt;6
apps;8.txt;6
comment;8.txt;6
small;8.txt;6
embrace;8.txt;6
might;8.txt;6
receive;8.txt;6
buy;8.txt;6
pt;8.txt;6
thanksthanks;8.txt;6
couponscoupons;8.txt;6
tech;8.txt;5
stainless;8.txt;5
steel;8.txt;5
ashlyn;8.txt;5
want;8.txt;5
includes;8.txt;5
provider;8.txt;5
optionoption;8.txt;5
ideaidea;8.txt;5
appsapps;8.txt;5
notificationsnotifications;8.txt;5
refrigerator;8.txt;4
still;8.txt;4
well;8.txt;4
helpful;8.txt;4
others;8.txt;4
hold;8.txt;4
magnets;8.txt;4
years;8.txt;4
really;8.txt;4
incorporate;8.txt;4
reminders;8.txt;4
individuals;8.txt;4
diabetes;8.txt;4
subset;8.txt;4
lisa;8.txt;4
someone;8.txt;4
tips;8.txt;4
exclusive;8.txt;4
include;8.txt;4
could;8.txt;4
one;8.txt;4
samples;8.txt;4
overall;8.txt;4
appreciate;8.txt;4
opportunity;8.txt;4
kits;8.txt;4
feedback;8.txt;4
perhaps;8.txt;4
code;8.txt;4
clinician;8.txt;4
xyz;8.txt;4
healthy;8.txt;4
download;8.txt;4
productproduct;8.txt;4
othersothers;8.txt;4
yearsyears;8.txt;4
individualsindividuals;8.txt;4
someonesomeone;8.txt;4
trytry;8.txt;4
appapp;8.txt;4
providers;8.txt;3
question;8.txt;3
commented;8.txt;3
prefer;8.txt;3
specifically;8.txt;3
identified;8.txt;3
name;8.txt;3
amenable;8.txt;3
sort;8.txt;3
profile;8.txt;3
data;8.txt;3
age;8.txt;3
medical;8.txt;3
conditions;8.txt;3
type;8.txt;3
info;8.txt;3
interested;8.txt;3
complete;8.txt;3
technology;8.txt;3
offer;8.txt;3
phone;8.txt;3
resources;8.txt;3
items;8.txt;3
customer;8.txt;3
know;8.txt;3
jasper;8.txt;3
typically;8.txt;3
open;8.txt;3
important;8.txt;3
assume;8.txt;3
