Community Name,Room,Topic,Topic Start Date,Topic End Date,Advisor Name,Subtopic,Private Question,Question Number,Question Title,Question Details,Advisor Selections,Advisor Comment,Replied to Response,Replied to Response From,Date/Time Posted
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Richard A Pierce, MD, PhD",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,"As per my previous answer, I was approached directly by the movement disorder team to assist with placing the tubes.  Actually, technically, a colleague of mine was approached, but he was already spread to thin to take on the additional clinical volume, so he passed along to me.  I am certainly quite thankful for this as it has become a very nice niche practice for me.",,,12/10/20 15:01
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,I was specifically hired to help with care of patients in our advanced therapeutics program (DBS and Duopa),,,12/2/20 10:15
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,I think Duopa outcomes speak for themselves. Seeing a patient before and after Duopa is a good way to get buy-in from team members about the significant quality of life improvement that is possible with Duopa.,Anything you would say to a potential treatment team member who might be hesitant about being part of the Duopa team?  Caitlin Houghton Jessica Karl Carolyn Taylor Tom Davis Avram Fraint,Douglas Varian,12/4/20 6:27
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sandeep Thakkar, D.O.",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,"Caitlin Houghton, MD sounds like that would be great for our next meeting to have a discussion of these points. Maybe i can actually attend the procedure to get a perspective from start to finish.",Honestly I probably could use a quick overview of the basics so that I am somewhat knowledgeable.  Maybe that would be a good addition to our next dinner meeting! Sandeep Thakkar can give a brief presentation on Parkinson's and the reasons why patients are good candidates and I can give a short presentation on the procedure itself so all team members have a baseline knowledge of both components.,"Caitlin Houghton, MD",12/9/20 21:32
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sandeep Thakkar, D.O.",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,I would say my involvement began with the FDA approval of Duopa. As a movement specialist this was an expected requirement to offer this to patients. There was a lot of time required to get trained and be informed but completely worth it based on outcomes,,,12/9/20 21:38
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Douglas Varian,Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,"Anything you would say to a potential treatment team member who might be hesitant about being part of the Duopa team?  Caitlin Houghton, MD Jessica Karl, PhD, PA-C Carolyn Taylor, RN, MSN, AGPCNP-BC Tom Davis Avram Fraint, MD, MS",,,12/4/20 6:19
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Douglas Varian,Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,"Caitlin Houghton, MD Sanjiv Parikh, MD, DRM Sandeep Thakkar, D.O. Richard A Pierce, MD, PhD Harold Boutte, Jr, MD These are great insights, thank you Dr. Houghton.  Often times for new surgeons placing the tubing, they don't have as much awareness of the disease / therapy when starting placing the tubing.  In your experience and opinion, would it be helpful for proceduralists to have more education of the disease / therapy from the beginning to assist in those conversations with the patient?  I certainly know the neurologists are having these conversations, but it seems patients ask each physician about the therapy etc.","They do, But I always start the consultation by saying that Sandeep Thakkar and I work closely together to get them the best treatment possible.  That his role is to decide if they are a good candidate for the medication administered by this route and my role is to make sure the tube is placed safely.  This tends to defer most of the Parkinson's related questions back to his office.  They tend to ask if this will help their symptoms and have I seen improvement in patients.  I tend to answer that question by saying yes I do believe it significantly helps patients.  I don't get to see the full effects but I do know that very few patients take the tube out electively and patients who have an issue with the tube and need replacement are eager to get back to the infusion.","Caitlin Houghton, MD",12/9/20 5:14
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Leonard Verhagen, MD, PhD",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,"Tom Davis and I both come from a training program where 'continuous dopaminergic stimulation' was touted as a therapy decades before Duopa came out, so this therapy was something we had been waiting for. We did the pivotal study and then just moved on to the commercial therapy.",,,12/7/20 8:25
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Leonard Verhagen, MD, PhD",Duopa Treatment Teams,N,3,How did you personally become involved in your Duopa Treatment Team?,,,I would say 'live a little'. I bet in most places these teams are the most fun to work with!,Anything you would say to a potential treatment team member who might be hesitant about being part of the Duopa team?  Caitlin Houghton Jessica Karl Carolyn Taylor Tom Davis Avram Fraint,Douglas Varian,12/9/20 15:34
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Duopa Treatment Teams,N,2,How did your Duopa Treatment Team get started? Was there a single person who drove the process of forming the team? Who else may have been involved in forming the team?,,,"From a GI perspective, we have an advanced team here that helps place/manage tubes and this was a tube type that we were able to adopt into our program thanks to the support from Neurology and also the Abbvie Nurse Educators who helped further train us as providers and help with our patients knowledge base as well.",,,12/10/20 8:14
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Tom Davis,Duopa Treatment Teams,N,2,How did your Duopa Treatment Team get started? Was there a single person who drove the process of forming the team? Who else may have been involved in forming the team?,,,"The most important aspect of getting started is having a surgical partner who has a real interest in the program.   We are very fortunate at Vanderbilt to have excellent surgical support so the challenges of the tube for neurology are very minimal.  Outside problems with the tube, Duopa is very simple. All movement disorders neurologist should be experts in adjusting L-DOPA so all there is to learn about Duopa is the pump and that is why there are ""cheat sheets"".",,,12/3/20 6:36
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Brad Durbin,Duopa Treatment Teams,N,2,How did your Duopa Treatment Team get started? Was there a single person who drove the process of forming the team? Who else may have been involved in forming the team?,,,"Dayanna Ocegueda Carolyn Taylor, RN, MSN, AGPCNP-BC Jessica Karl, PhD, PA-C Leonard Verhagen, MD, PhD Avram Fraint, MD, MS Tom Davis What is the process when you need to fill or backfill a role?  Who will get that individual up to speed with the Duopa process?",,,12/10/20 6:49
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Avram Fraint, MD, MS",Duopa Treatment Teams,N,2,How did your Duopa Treatment Team get started? Was there a single person who drove the process of forming the team? Who else may have been involved in forming the team?,,,When I arrived at Northwestern there was a process already in place. Since I took over the advanced therapeutics program we have continued the same workflow.,,,12/2/20 10:49
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Caitlin Houghton, MD",Duopa Treatment Teams,N,2,How did your Duopa Treatment Team get started? Was there a single person who drove the process of forming the team? Who else may have been involved in forming the team?,,,"Sandeep Thakkar, D.O. is the one who identified the initial need in our area for Duopa for Parkinson's patients. Once I was brought on board, our nurse leads did a lot of the work to establish the work flow.  They talk frequently to each other to ensure the process is smooth.  In addition the neuro nurse manager has my direct contact to quickly make me aware of any tube issues that may come up after insertion.",,,12/3/20 16:41
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Duopa Treatment Teams,N,2,How did your Duopa Treatment Team get started? Was there a single person who drove the process of forming the team? Who else may have been involved in forming the team?,,,"At Rush University Leonard Verhagen, MD, PhD started/drove the process. He was involved in the clinical trial. Once the process was started our entire team (Leonard Verhagen, MD, PhD , Dayanna Ocegueda, myself, GI team) worked together to perfect the process.",,,12/3/20 11:54
